VOC_ID,담당 부서,사업 부문,답변채널,VOC유형,등록채널 유형,발생원인 유형,발생지 유형,처리기한 - 시/분,처리기한 - 일시,발생일시,등록일시,접수일시,배분일시,처리일시,직영/협력업체,처리결과유형,복합VOC의 부모 VOC_ID,복합VOC FLAG,승인 사용유무,고객이 만족도 직접 회신여부,"즉답처리 (I:등록, R:접수, N:일반)",질문내용,답변내용,개선관리ID,개선관리상태,사후처리유형,처리시간(시:분),준수 여부,유형변경신청,요약내용
VOCS0000510839,리조트 MD그룹 운영지원,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,분류불가-발생지정보없음,48.0,20240404 113119,20240401 000000,20240401 113119,20240401 115019,20240401 171037,20240401 171402,직영업체,확인불가/과잉대응,,일반,N,,N,카라멜 직원님이 길을 물어봤는데 친절하게 설명해주셨어요,메일 및 이캐비넷 게시를 통한 사례공유,,,,5:42,준수,N,"요약:

- 카라멜 직원이 길을 물어봤다.
- 직원에게 친절하게 설명해주었다."
VOCS0000510840,리조트 파크서비스그룹 어트랙션B,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(어트랙션)사파리월드,48.0,20240404 113334,20240401 000000,20240401 113334,20240401 114950,20240401 154621,20240401 172925,직영업체,격려,,일반,N,,N,사파리 월드 럭키 운전사님 덕분에 즐거운 시간이었습니다^^,칭찬 사례 공유 및 해당 근무자 격려 하겠습니다.,,,,5:55,준수,N,"요약:

- 사파리 월드에서 즐거운 시간을 보냈음
- 운전사님의 도움으로 좋은 시간을 가질 수 있었음"
VOCS0000510844,리조트 주토피아운영그룹 사파리,리조트        ,웹+메일,고객요구유형-제안사항,직접 VOC-모바일앱(APP),기타-기타-기타,주토피아-(공연/전시)판다월드,48.0,20240404 113713,20240401 000000,20240401 113713,20240401 114629,20240402 103158,20240402 111510,직영업체,기 시행/검토,VOCS0000510841,Sub,,,N,"안녕하세요, 푸바오 검역과 중국 반환 과정을 보며 실망을 금하지 않을 수 없어서 글을 씁니다. 푸바오는 사육사님의 손녀로 지칭되며 성장되는 모든 과정을 공유했고, 푸바오는 그저 곰한마리가 아닌 모두의 손녀, 아기곰이 되었습니다. 푸바오는 모두의 특별한 아기곰이었죠. 그런데 검역을 이유로 햇빛도 안드는 사방이 벽인 곳에서 한달이나 감금되었습니다. 어떠한 인리치먼트도 제공되지 않았습니다. 푸는 벽을 보고 한달을 보냈어요. 마케팅을 위해 할부지의 손녀곰 푸바오로 인식을 시켜놓고선 검역할 때가 되니 특별한 손녀곰이 아닌 그저 동물 한 마리로 취급되었습니다. 한달 감금에 대한 어떠한 문제의식도 없이 에버랜드가 원래 동물을 취급하던데로 한것이겠지요. 소름이 돋을 정도로 배신감이 느껴집니다. 너무 실망스럽네요.","안녕하세요? 푸바오를 사랑해주시고 걱정해 주셔서 진심으로 감사드립니다.아래 답변을 읽어 보시고 오해가 풀리시고 상황이 이해되셨으면 좋겠습니다.사육 관리에서 인리치먼트라는 용어는 매우 포괄적인 의미를 담고 있습니다.먹이를 주는 위치를 바꾸어 주는 작은 변화에서 부터 놀이감 제공,크게 환경을 바꾸어주는 변화까지, 신선하고 긍정적인 자극을 통해한정된 공간에서 생활하는 야생동물의행동과 환경을 풍부하게 만들어 주기 위함입니다.이러한 모든 변화는 안정적이고 일반적인 기간, 시간, 상황에서 진행이 되어야 합니다.손님을 포함한 최근의 많은 분들이 말씀하시고 표현하시는 인리치먼트의 의미는대부분 장난감을 말씀하시는 걸로 알고 있습니다.하지만 많은 매체에서 설명드린 것처럼 암컷 판다인 푸바오는 이 기간에 번식 관련한 행동의 발현으로그런 인리치먼트 용품을 넣어주는 것이 불필요하다 판단이 되었습니다.실제로 이러한 특수한 상황에서, 그런 암컷 판다의 경우에 다소 격해지는 활동에 건강과 안전이 위험할 수 있습니다.마치 분만이 임박한 암컷 판다에게 놀이감을 넣어주라는 상황과도 같겠습니다.또한 외부와 반입되는 물품도 조심해야하는 검역 기간인 것도 사실이기 때문에제한적이고 부담스러울수 밖에 없습니다.그럼에도 불구하고 누구보다 푸바오를 잘 아는 사육사, 수의사들이 상황과 특성에 맞게곁에서 최선을 다하고 있고,푸바오 또한 지혜롭게 적응해 가고 있다고 계속 설명드리고 있습니다.푸바오를 위해 지금까지 3년이 넘도록 놀이감을 만들어 주었는데, 남은 짧은 기간에 그렇게 하는 것은 어렵지 않습니다.하지만 그러지 않는다는 것은지금의 푸바오를 위한 것이아니기 때문이라고이해해 주셨으면 좋겠습니다.예측과 다른 상황이 펼쳐지고, 전문가로써 그러한 판단이 들면서도 고집한다면 푸바오를 위한 것이 아니겠지요.지금의 상황에서는 무엇보다 푸바오를 위한 것이어야지, 나를 위한 것이 되면 안 되겠습니다.야생동물의 행동과 상황은 매번 예측하기 쉽지 않고달라지는 상황 변화에 따라 올바르게 판단하며 보살펴 주어야 합니다.어쩌면 예측하는 능력보다 상황에 따른 신속하고 올바른 판단이 더 중요하고전문적인 사육사의 능력이라고 할 수 있을 정도입니다.푸바오의 행복을 위해 계속 최선을 다 하는 많은 관계자와 푸바오에게많은 응원과 격려를 간절히 부탁드립니다.마지막까지 푸바오의 평온한 생활을 위하여.",,,,23:37,준수,N,"요약:

1. 푸바오는 사육사님의 손녀로 불리며 모두의 특별한 아기곰으로 인식되었습니다.

2. 그러나 검역을 이유로 한 달 동안 햇빛도 들지 않는 곳에 감금되었고, 어떠한 인리치먼트도 제공되지 않았습니다.

3. 마케팅을 위해 푸바오를 특별한 손녀곰으로 만들어놓고, 실제 검역 과정에서는 그저 동물 한 마리로 취급되었습니다.

4. 이에 대한 에버랜드의 문제의식 부재와 동물 취급 방식에 대한 깊은 실망감을 표현하고 있습니다."
VOCS0000510846,리조트 B2C그룹,리조트        ,웹+메일,고객요구유형-제안사항,직접 VOC-홈페이지(PC),규정 및 정책 -운영정책-연간이용 프로모션/혜택,분류불가-발생지정보없음,48.0,20240404 114437,20240402 000000,20240401 114437,20240401 115922,20240403 111914,20240403 112040,직영업체,기 시행/검토,VOCS0000510843,Sub,,,N,안녕하세요.지금까지 종일 권으로 예매 해서 에버랜드 이용하다 최근 정기권을 처음으로 구매 하고이용 중입니다.정기권을 끊고 나니 쿠폰이 여러개가 오더라구요.고객센터에 문의 해 보니 정기권 쿠폰일 수도 있고 솜 정회원 쿠폰일 수도 있다고 하더라구요.쿠폰을 다양하게 많이 보내 주셔서 너무 감사 하지만 조금 아쉬운 점이 있어 글 남깁니다.쿠폰을 확인해 보니 모두 경기도쪽만 가능하더라구요.다양한 쿠폰 많이 보내 주셨는데 저는 지방에 살고 있어 사용할 수 있는 쿠폰이 하나도 없어 아쉬웠습니다.지방에서 사용할 수 있는 쿠폰을 보내 달라고 하는 게 아니라 인터넷이나 전국에서 사용할 수 있는 다양한 쿠폰을 보내 주신다면 모든 정기권 및 정회원들이 사용 할 수 있지 않을까 생각합니다.,"먼저, 에버랜드에 대한 관심으로 정기권을 구입해주신 손님께 감사드립니다.향후 제휴 관계 체결 시 말씀해 주신 부분도 깊이 고려하도록 하겠습니다.고맙습니다.",,,,47:36,준수,N,"요약:

1. 작성자가 에버랜드 정기권을 구매하고 많은 쿠폰을 받았음.
2. 쿠폰들이 경기도 지역에서만 사용 가능해서 아쉬웠음.
3. 지방 거주자들도 사용할 수 있는 전국 단위의 다양한 쿠폰을 보내주면 좋을 것 같다는 의견.

핵심 내용:
- 에버랜드 정기권 구매 및 다수의 쿠폰 수령
- 쿠폰들이 경기도 지역에서만 사용 가능한 점 아쉬움
- 전국 단위의 다양한 쿠폰 제공 요청"
VOCS0000510845,리조트 파크서비스그룹 어트랙션B,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(어트랙션)사파리월드,48.0,20240404 115742,20240401 000000,20240401 115742,20240401 115950,20240401 154653,20240401 172910,직영업체,격려,,일반,N,,N,루피 / 사파리평소도 재밌고 좋았는대 오늘은 더 재밌었어요! 아이도 더 좋아했고요!,칭찬 사례 공유 및 해당 근무자 격려 하겠습니다.,,,,5:31,준수,N,"요약:

- 루피 사파리 방문이 평소에도 재미있고 좋았음
- 오늘 방문이 더 재미있었음
- 아이도 오늘 방문을 더 좋아했음"
VOCS0000510851,리조트 파크서비스그룹 운영지원,리조트        ,웹+메일,고객요구유형-제안사항,직접 VOC-모바일앱(APP),규정 및 정책 -운영정책-스마트줄서기,매직랜드-(어트랙션)레이싱코스터,48.0,20240404 121830,20240401 000000,20240401 121830,20240401 132000,20240402 112243,20240402 113108,직영업체,채택(완료),VOCS0000510847,Sub,,,N,"저번주 주말에 가족과 에버랜드를 갔는데 레이싱 코스터에 3명밖에 안 타있어서 가봤더니 다들 스마트줄서기 때문에 2시까지 기다려야 한다고 사람없이 놀이기구는 가동되고 있고, 많은 사람들은 기다리는걸 보고 연간으로 안온사람들은 하루 즐기러 와서 스마트예약 안한사람은 2시까지 계속 기다리리고 하는 안내하는걸 보고 답답했네요뭔가 개선이 필요해보입니다","안녕하세요.손님이 방문하신 내역을 바탕으로 3/30(토) 입장하셨으며,당일 스마트줄서기 9개 기종으로 운영하였음손님께서 말씀주신 ""3명밖에 안 타 있다"" 라는 내용은 오후 1시30분~오후 2시 현장줄서기로 전환하기 직전인 것으로 판단됨기존에는 손님을 대부분 탑승한 채로 운영하였으며,현장줄서기 전환 직전에는 스마트줄서기의 예약 손님이 적어지고 없기 때문에이용하시는 손님이 적음따라서 탑승하는 인원이 적게 보일 수 있음손님께서 말씀주신 오후 2시 현장줄서기 전환 관련하여서는 현행 유지할 예정게이트 오픈 후 빠르게 예약 마감이 되어 더 많은 손님들의 탑승을 도와드리기 위해 오후 2시 현장줄서기로 운영하고 있음스마트줄서기를 이용하기 어려운 노약자, 외국인 등은 오후 2시 이후 현장줄서기로 이용할 수 있음추후 스마트줄서기의 효과적인 운영에 대해 내부적으로 검토해보도록 하겠음감사합니다.",,,,23:12,준수,N,"요약:

1. 가족과 에버랜드를 방문했지만, 레이싱 코스터는 인기가 많아 2시간 이상 기다려야 했다.
2. 많은 사람들이 스마트예약을 하여 줄을 서지 않고 바로 탑승할 수 있었다.
3. 연간 이용객이 아닌 당일 방문객들은 스마트예약을 하지 않아 2시간 이상 기다려야 했다.
4. 이러한 상황을 보며 개선이 필요해 보였다."
VOCS0000510857,리조트 B2B그룹 기업,리조트        ,웹+메일,고객요구유형-일반문의,직접 VOC-홈페이지(PC),기타-기타-기타,분류불가-발생지정보없음,48.0,20240404 122759,20240401 000000,20240401 122759,20240401 140802,20240401 140817,20240401 153258,직영업체,처리자 답변완료,VOCS0000510848,Sub,,,N,"안녕하세요.KMA 한국능률협회 -*** 연구원이라고 합니다.다름이 아니라 에버랜드 기획 업무를 맡고계시는 -*** 프로님을 강연자로 모시고자 연락드렸습니다.이제 날이 따뜻해지고 봄이 오면서 에버랜드를 비롯한 테마파크의 관심도가 오르는 중에에버랜드의 새로운 콘텐츠를 기획하고 찾아내는 직장인 분을 모셔 섭외하고 강연을 요청드려보고자 합니다.만약 필요하시다면 찾아뵙는 시간도 마련해보겠습니다.아래는 강연 앙청 내용이며, 부디 확인하시고 긍정적으로 검토 부탁드리겠습니다.*강연은 인터뷰 형식으로 진행하며, 강연자분의  부담을 최소화해드릴 예정입니다.[앙청내용](1) 행 사 명 : KMA 특별한 클라스 (4월)(2) 강연주제 : (가제) 어른도 설레는 동심을 기획하다, 테마파크의 콘텐츠(관련 종사자분들께 인사이트 드릴만한 사례라면 무엇이든 무방합니다!^^)(3) 송출일시 : 2024년 4월 17일 수요일녹화일정 : 2024년 4월 1~2주차 내(연사님 일정에 맞춰 협의 가능합니다.)(4) 촬영장소 : KMA 스튜디오 (서울특별시 영등포구 국회의사당대로 22, 이룸센터 10층)진행방식 : 100% 비대면 세미나 (녹화진행)소요시간 : 50분 내외(5) 참 가 자 : 회원 기업 임직원 5백여명 내외(6) 담 당 : KMA 회원네트워크본부 -*** 연구원 (-***--***--*** / -***--***--***)(7) 강 연 료 : 30만원 (비영리 목적 세미나로, 내부 정책에 따라 강연료가 산정된 점 양해 부탁 드립니다.)？(8) 기타강연은 회원기업 임직원분들만 접근 가능한KMA 수강 플랫폼 ‘클래스팟‘에서송출됩니다.클래스팟 사이트 &gt;&gt; https://www.classpod.co.kr/최근 클래스팟 영상 &gt;&gt; https://youtu.be/KXhb9WMEo_E?si=9POuh4laglgQ8lYR[간략한 기관소개 _ KMA 한국능률협회 ]- KMA는 1962년 설립된 비영리 사단법인입니다.- 국내 1,000여 회원 기업을 중심으로 산업 교육 및 컨설팅 사업을 영위합니다.- 매월 매월 회원기업 CEO를 모시고 최고경영자조찬회, 리더스포럼, 특별한 클라스 등을 진행하고 있습니다.(국내 최장수, 최대규모의 대표적인 교육전문기관)？[특별한 클라스 소개]‘특별한 클라스’는 약 50분 동안 직장인분들의 커리어 성장 및 동기부여 향상에 실질적인 도움이 될 수 있는 콘텐츠를 강연으로 제공하고 있습니다.HR, 비전, 동기부여, 기획, 인사이트 등 다양한 분야에서 남다른 성공 경험을 보유한 분들을 연사로 모시고 있습니다.KMA의 다른 세미나인 최고경영자조찬회나 리더스포럼보다 캐주얼하며 20~40대의 젊은 층이 주된 수강생입니다.프로님의 강연이 직장인분들께 큰 인사이트를 드리고프로님께서도 동반 성장의 기회가 된다는 신념으로 부디 긍정적으로 검토해 주시기 바랍니다.감사합니다.-*** 드림.","현재는 다른 부서에서 근무중이며, 강연에는 적합하지 않으므로 진행하지 않겠습니다.",,,,3:4,준수,N,"요약 내용:

1. KMA(한국능률협회)에서 에버랜드 기획 업무를 맡고 있는 -*** 프로님을 강연자로 모시고자 함
2. 강연 주제는 ""어른도 설레는 동심을 기획하다, 테마파크의 콘텐츠""로, 관련 종사자들에게 인사이트를 제공할 만한 사례라면 무엇이든 가능
3. 강연은 2024년 4월 17일 수요일에 진행될 예정이며, 100% 비대면 세미나 형식으로 진행 예정
4. 참가자는 회원 기업 임직원 약 500여 명 예상
5. 강연료는 30만 원이며, 비영리 목적의 세미나라고 설명
6. 강연은 KMA의 온라인 플랫폼 '클래스팟'을 통해 송출될 예정

공통적인 내용:
- KMA는 1962년 설립된 비영리 사단법인으로, 국내 1,000여 회원 기업을 중심으로 산업 교육 및 컨설팅 사업을 영위
- '특별한 클라스'는 약 50분 동안 직장인들의 커리어 성장 및 동기부여 향상을 위한 강연 프로그램"
VOCS0000510850,리조트 주토피아운영그룹 동물보전2,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(공연/전시)앵무새집,48.0,20240404 124631,20240401 000000,20240401 124631,20240401 132636,20240402 104611,20240405 095808,직영업체,격려,,일반,N,,N,"양@@ ,페라하우스재미있어요!",격려하겠습니다.,,,,93:11,미준수,N,"양@@ ,페라하우스재미있어요!

요약:
- 양@@ 페라하우스가 재미있다는 내용입니다."
VOCS0000510852,리조트 파크서비스그룹 어트랙션B,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(어트랙션)사파리월드,48.0,20240404 132524,20240401 000000,20240401 132524,20240401 132720,20240401 154643,20240401 172854,직영업체,격려,,일반,N,,N,럭키캡틴님 설명으로 너무 즐겁게 관람했어요,칭찬 사례 공유 및 해당 근무자 격려 하겠습니다.,,,,4:3,준수,N,"이 텍스트는 럭키캡틴님의 설명을 들으며 영화를 관람한 경험에 대해 작성된 것으로 보입니다. 주요 내용을 요약하면 다음과 같습니다:

1. 럭키캡틴님의 설명을 듣고 영화를 관람하여 즐거웠다는 것.
2. 럭키캡틴님의 설명이 영화 감상에 도움이 되었음을 언급.

이와 같이 영화 관람 중 럭키캡틴님의 설명을 듣고 즐거운 경험을 했다는 것이 핵심 내용으로 보입니다."
VOCS0000510854,리조트 F&B그룹 운영지원,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,매직랜드-(식당)타운즈마켓,48.0,20240404 134331,20240401 000000,20240401 134331,20240401 141307,20240403 092234,20240403 092351,직영업체,격려,,일반,N,,N,타운즈마켓 서다연근무자음식받으러갈때도 무거우니까 도와주신다고 자리까지 가져다주시고 퇴식도 도와주셨습니다:)말한마디 한마디 기분좋게해주셨어요!좋은추억만들고갑니다!:),근무자 격려 및 칭찬 내용 공유 하겠습니다.,,,,43:40,준수,N,"요약:

- 타운즈마켓에서 근무하는 서다연 직원이 음식을 받으러 갈 때, 무거운 것을 도와주고 자리까지 가져다주었음.
- 퇴식 과정에서도 도움을 주었음.
- 직원의 말 한마디 한마디가 기분 좋게 해주었음.
- 좋은 추억을 만들고 갔음."
VOCS0000510855,리조트 주토피아운영그룹 동물보전2,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,분류불가-발생지정보없음,48.0,20240404 135615,20240401 000000,20240401 135615,20240401 154353,20240402 104648,20240405 095838,직영업체,격려,,일반,N,,N,*** 사육사님 친절하고 쉬운 설명이 너무 좋아요아이들을 배려하는 진행과 진행 센스가 돋보여요,격려토록 하겠습니다.,,,,92:2,미준수,N,"요약:

1. 사육사님의 친절하고 쉬운 설명이 좋았음
2. 아이들을 배려하는 진행과 진행 센스가 돋보였음"
VOCS0000510858,리조트 주토피아운영그룹 동물보전2,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(공연/전시)뿌빠타운,48.0,20240404 142035,20240401 000000,20240401 142035,20240401 154422,20240402 104620,20240405 100221,직영업체,격려,,일반,N,,N,**** 친절하게 설명해줘서 조카가 아주 즐겁기 관람햇어요 감사합니다,격려토록 하겠습니다.,,,,91:41,미준수,N,"요약:

- 친절한 설명으로 조카가 즐겁게 관람했다는 내용입니다.
- 관람 경험에 대해 감사의 마음을 표현하고 있습니다."
VOCS0000510861,리조트 주토피아운영그룹 로스트밸리,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(어트랙션)로스트밸리,48.0,20240404 144422,20240401 000000,20240401 144422,20240401 154502,20240402 104708,20240402 185404,직영업체,격려,,일반,N,,N,***AS26분이 너무 재미있게 lost valley special tour 해주셔서 너무 감사합니다 ？？,소중한 의견 감사 드립니다.근무자 칭찬하고 격려 하겠습니다.,,,,28:9,준수,N,"이 텍스트는 AS26분이 진행한 lost valley special tour에 대한 감사 인사입니다. 주요 내용은 다음과 같이 요약할 수 있습니다:

- AS26분이 진행한 lost valley special tour가 매우 재미있었다.
- 투어에 대해 감사한 마음을 표현하고 있다."
VOCS0000510862,리조트 주토피아운영그룹 로스트밸리,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,주토피아-(어트랙션)로스트밸리,48.0,20240404 144851,20240401 000000,20240401 144851,20240401 154802,20240402 104722,20240402 185243,직영업체,격려,,일반,N,,N,로스트밸리에서 근무자 이름이 정확히 기억 안나지만 진행자분 앤님과 운전자분 캡틴 다크?.. 분 정말 재밌었어요!,소중한 의견 감사 드립니다.근무자 칭찬하고 격려 하겠습니다.,,,,28:3,준수,N,"요약:

- 로스트밸리에서 근무하는 사람들이 등장했음
- 진행자로 앤님이 나왔고, 운전자로 캡틴 다크 분이 나왔음
- 전반적으로 재미있는 경험이었음"
VOCS0000510873,리조트 파크서비스그룹 어트랙션A,리조트        ,웹+메일,고객요구유형-제안사항,직접 VOC-모바일앱(APP),위생 및 안전-안전-안전관리,매직랜드-(어트랙션)볼하우스,48.0,20240404 145150,20240330 000000,20240401 145150,20240401 154659,20240402 094421,20240402 114243,직영업체,채택(완료),VOCS0000510863,Sub,,,N,볼하우스에서 어른들이 공을 못던지도록 제지하는 직원이 있어야합니다.30일 토요일에 방문했다 아이들과 볼하우스를 방문했는데성인 남성이 던지 공에 눈을 맞아 저녁까지 제대로 뜨지도 못했어요제가 아닌 아이가 맞았다면 큰일이 날뻔 했습니다.아이들의 안전을 위해서라도 성인은 공을 던지지 못하도록 제지할 직원이 필요하다 생각합니다.,"볼하우스는 어린이 손님 전용으로 운영 중(신장제한 105cm 이상 ~ 125cm 이하, 105 미만 보호자 함께 이용)해당 기종의 안전관리는 주변 기종에서(플라잉레스큐, 릴리댄스) 안전 패트롤을 실시하고 있으며,* 주말기준 매시간 3회 실시(정각~, 20분~, 40분~)패트롤 중 성인 이용 확인 시 어린이 전용 시설 안내를 적극 실시중 입니다.* 이용안내, 주의사항 등 사인물 총 15EA 안내 중추가적으로 이용객 증가 시 안내를 강화 하도록 하겠습니다.",,,,20:50,준수,N,"요약:

1. 볼하우스에서 성인들이 공을 마음대로 던져 아이들의 안전이 위협받고 있다.

2. 토요일에 아이들과 볼하우스를 방문했는데, 성인 남성이 던진 공에 아이가 맞아 큰 사고가 날뻔했다.

3. 아이들의 안전을 위해서는 성인들이 공을 던지지 못하도록 제지할 직원이 필요하다."
VOCS0000510870,리조트 MD그룹 운영지원,리조트        ,웹+메일,고객요구유형-제안사항,직접 VOC-모바일앱(APP),이용안내-시설운영-시설운영 기타(대기공간),분류불가-발생지정보없음,48.0,20240404 151146,20240401 000000,20240401 151146,20240401 154255,20240401 171056,20240401 174124,직영업체,기 시행/검토,VOCS0000510864,Sub,,,N,"아시다시피 푸바오를 비롯해 바오들 관련 상품이 인기가 많습니다조만간 기억해 푸바오 목걸이, 사육사 푸바오 인형등의 상품이 오프라인 출시 예정이라고 알고 있습니다 오늘 목걸이 온라인 판매처럼 온오프 모두 각 상품별로 1인 1개 등 제한을 부탁드립니다","안녕하세요,에버랜드 굿즈에 대한 애정어린 소중한 제안의 말씀 감사합니다.판다상품 구매수량 제한은인기 주력상품인 판다관련 상품 리셀/사재기 방지 및에버랜드 방문 모든 손님 대상 Fair한 기회를 부여하고자 운영 중에 있으며상품별 재고수급 및 판매 상황에 따라 유동적으로 운영되고 있습니다.주신 의견 참고하여 지속적인 구매수량 제한 운영 및 시스템적 검토를 통해더 나은 방법을 모색/개선해 나가겠습니다.고맙습니다.",,,,2:29,준수,N,"요약:

1. 푸바오 및 관련 상품들의 인기가 높음
2. 푸바오 목걸이, 사육사 푸바오 인형 등의 오프라인 상품 출시 예정
3. 온라인과 오프라인 판매 시 각 상품별로 1인 1개 구매 제한이 있음"
VOCS0000510866,리조트 파크서비스그룹 그리팅,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-모바일앱(APP),인적서비스-업무처리-응대스킬,분류불가-발생지정보없음,48.0,20240404 151650,20240331 000000,20240401 151650,20240401 154539,20240402 120706,20240402 130252,직영업체,격려,,일반,N,,N,입구에 서있던 *** 직원분 정말 감사해요 아무리 직업이라지만 계속 질문하면 귀찮으실 법도 한데 끝까지 웃으면서 안내해 주셔서 입장과 동시에 기분이 더더 좋아졌어요 친절하시고 완전 잘생기셨어요 언제나 화이팅하세요~~,칭찬내용 공유 및 해당근무자 격려 실시 예정,,,,21:46,준수,N,"요약:

- 입구에서 직원이 친절하게 안내해 주어 좋은 첫 인상을 받았음
- 직원이 계속해서 질문에 답변해 주었고, 끝까지 웃으면서 대응해 주어 감사했음
- 직원의 친절한 태도와 외모에 대해 긍정적으로 언급함
- 직원의 노력과 열정을 격려하며 응원의 메시지를 전함"
VOCS0000510869,리조트 MD그룹 운영지원,리조트        ,웹+메일,고객요구유형-제안사항,직접 VOC-모바일앱(APP),이용안내-시설운영-시설운영 기타(대기공간),분류불가-발생지정보없음,48.0,20240404 151854,20240401 000000,20240401 151854,20240401 154130,20240401 171046,20240401 174059,직영업체,기 시행/검토,VOCS0000510867,Sub,,,N,"항상 신상 굿즈나오면 구매제한 안걸어두고 그날 바로 다 품절되면 그 다음부터 1인1개로 제한걸더라구요신상굿즈는 오프에 출시되면 바로 1인1개로 제한 걸어주세요! 구매제한 안걸어두니깐 한사람이 몇십개씩 사재기해서 중고나라,번개장터,당근에서 몇배로 불려서 판매하고있는걸 모르세요?내일도 목걸이 오프에 풀린다는데 구매제한 없다고 하던데 또 다 품절되고서 구매제한 거실건가요...","안녕하세요,에버랜드 굿즈에 대한 애정어린 소중한 제안의 말씀 감사합니다.판다상품 구매수량 제한은인기 주력상품인 판다관련 상품 리셀/사재기 방지 및에버랜드 방문 모든 손님 대상 Fair한 기회를 부여하고자 운영 중에 있으며상품별 재고수급 및 판매 상황에 따라 유동적으로 운영되고 있습니다.주신 의견 참고하여 지속적인 구매수량 제한 운영 및 시스템적 검토를 통해더 나은 방법을 모색/개선해 나가겠습니다.고맙습니다.",,,,2:22,준수,N,"요약:

1. 신상 굿즈 출시 시 즉시 구매 제한 걸어야 함
   - 신상 굿즈가 출시되면 바로 1인 1개로 구매 제한을 걸어야 함
   - 구매 제한을 걸지 않으면 한 사람이 다량 구매하여 중고 시장에서 높은 가격에 재판매하게 됨

2. 구매 제한 정책의 중요성
   - 구매 제한이 없으면 신상 굿즈가 바로 품절되는 문제 발생
   - 이에 따라 다음에 출시되는 신상 굿즈에도 구매 제한을 걸게 됨

3. 신상 굿즈 출시에 대한 예고와 대응 필요
   - 내일 목걸이 신상이 출시된다는 정보가 있지만 구매 제한이 없다고 함
   - 이에 대해 구매 제한이 필요할 것으로 보임"
