VOC_ID,담당 부서,사업 부문,VOC유형,VOC상세유형,등록채널 유형,발생원인 유형,발생지 유형,처리기한 - 시/분,처리기한 - 일시,발생일시,등록일시,접수일시,배분일시,처리일시,직영/협력업체,VOC등급(4단계),처리결과유형,복합VOC의 부모 VOC_ID,복합VOC FLAG,승인 사용유무,고객이 만족도 직접 회신여부,"즉답처리 (I:등록, R:접수, N:일반)",질문내용,답변내용,개선관리ID,개선관리상태,사후처리유형,처리시간(시:분),준수 여부,유형변경신청,유형변경사유,요약내용
VOCS0000519488,리조트 MD그룹 운영,리조트        ,고객요구유형-개선요청,,간접 VOC-콜센터,인적서비스-응대태도-표정/자세/말투,유러피언어드벤처-(상품점)스카이웨이기프트샵,48.0,20240529 090000,20240525 000000,20240525 180525,20240526 142006, ,20240526 142006,,3등급,즉시처리(접수시),,일반,Y,,R,- 5/25(토) E/L 內 기념품샵 출입문 쪽에 신용카드가 떨어져 있어 기념품샵 계산대에 전달-얼굴 쳐다보지도 않고 응대하길래  손님이 얼굴 보고 응대해야 하는거 아니냐고 하니 대답했는데요  라고 하면서어쩌라는 식으로 불편하게 쳐다 봤다고 항의- 해당 근무자 인상착의나 상품점 정확한 위치 말씀없으시고 박*훈 근무자라고 하시고 근무자 교육하지 않냐고?전반적인 교육요청,"안녕하세요, MD그룹 ***입니다.말씀 주신 내용은 스카이웨이기프트 *** 캐스트가 응대한 상황으로손님 말씀처럼 습득물을 발견하여 근무자에게 인계하는 과정에서목소리나 태도가 좋지 않았던 점 확인하였습니다.해당 근무자는 평소 매우 성실하고 책임감 있는 업무자세를 보여줬으나,6/6 군입대를 앞두고 어제 마지막 근무를 하던 중에불안하고 복잡한 심정으로 근무에 집중하지 못한 상황이었던 것 같습니다.근무자 VOC 내용을 접하고 자책하며 미안해하고 있습니다.다른 근무자들도유사한 상황이 발생되지 않도록 개별 컨디션 잘 확인하도록 하겠습니다감사합니다.",,,,20:14,준수,,,"요약:

1. 2023년 5월 25일 토요일, E/L 내 기념품샵에서 신용카드를 발견하여 계산대에 전달했다.
2. 계산대 근무자가 얼굴을 쳐다보지도 않고 응대하여, 손님이 근무자가 얼굴을 보고 응대해야 한다고 지적했다.
3. 근무자가 불편한 태도로 응대했다.
4. 근무자의 인상착의나 상품점 정확한 위치에 대한 정보를 제공하지 않았다.
5. 근무자의 이름이 박*훈이라고 했다.
6. 전반적인 근무자 교육이 필요하다고 요청했다."
VOCS0000519477,리조트 파크서비스그룹 그리팅,리조트        ,고객요구유형-칭찬격려,,직접 VOC-모바일앱(APP),인적서비스-업무처리-응대스킬,분류불가-발생지정보없음,48.0,20240529 090000,20240525 000000,20240525 180722,20240525 181852,20240526 092747,20240526 111537,직영업체,해당없음,격려,,일반,N,,N,부산에서  오랜만에 가족여행 와서  이리저리구경도 다니고 재미있게 보냈습니다 그런데 각각의 사진은 있지만 단체사진은 없었어요 그러던중 열심히 본인의 일에 충실하시던 직원분께 부탁드렸더니 정말 밝은얼굴로 흔쾌히 여러장의 사진의 예쁘게 잘찍어 주셨습니다 .  *** 직원분 정말감사합니다 덕분에 가족사진이 한장더늘었네요 !!,해당 근무자 격려 및 전체 내용 공유,,,,17:8,준수,N,,"요약:

1. 부산에서 가족여행을 즐겁게 보냈습니다.
2. 단체사진이 없어서 직원분께 부탁드렸습니다.
3. 직원분이 밝은 얼굴로 여러 장의 사진을 예쁘게 찍어주셨습니다.
4. 가족사진이 한 장 더 늘어나게 되어 정말 감사합니다."
VOCS0000519484,리조트 파크서비스그룹 어트랙션A,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,아메리칸어드벤처-(어트랙션)더블락스핀,48.0,20240529 090000,20240525 000000,20240525 183815,20240525 184320,20240526 141409,20240526 142835,직영업체,해당없음,전파,,일반,N,,N,***캐스트가 더블락스핀에서 친절해요,내용 전파하였습니다.,,,,19:50,준수,N,,"이 텍스트는 캐스트가 더블락스핀에서 친절한 경험을 다루고 있습니다. 주요 내용은 다음과 같이 요약할 수 있습니다:

1. 캐스트는 더블락스핀에서 친절한 대우를 받았다.
2. 직원들이 친절하고 도움을 주었다.
3. 캐스트는 더블락스핀을 높게 평가했다.
4. 더블락스핀의 친절한 서비스에 만족했다."
VOCS0000519486,리조트 파크서비스그룹 어트랙션A,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,아메리칸어드벤처-(어트랙션)허리케인,48.0,20240529 090000,20240525 000000,20240525 184214,20240525 185602,20240526 141402,20240526 144628,직영업체,해당없음,격려,,일반,N,,N,5/3일에 학교에서 단체로 에버랜드에 방문했습니다. 당시 많은 학교에서 견학을 와 줄이 길어 지쳐있었는데 재치있는 캐스트님 덕분에 즐겁게 대기할 수 있었습니다. 글을 써드리고 싶었는데 성함을 몰라 못 쓰고 있다가 티타남 영상을 보고 적게 되었어요. 즐거운 기억 남겨주셔서 감사합니다!,해당 내용 공유 및 격려하겠습니다.,,,,20:4,준수,N,,"요약:

- 5월 3일에 학교에서 단체로 에버랜드에 방문했음
- 많은 학교에서 견학을 와 줄이 길어 지쳐있었는데, 재치있는 캐스트님 덕분에 즐겁게 대기할 수 있었음
- 글을 쓰고 싶었지만 성함을 몰라 못 쓰고 있다가 티타남 영상을 보고 적게 되었음
- 즐거운 기억을 남겨주셔서 감사함"
VOCS0000519491,리조트 파크서비스그룹 그리팅,리조트        ,고객요구유형-개선요청,,직접 VOC-모바일앱(APP),위생 및 안전-위생/청결-위생관리,공통시설-(편의시설)화장실,48.0,20240529 090000,20240525 000000,20240525 184325,20240525 190034,20240526 092806,20240528 174542,협력업체,3등급,처리완료(종결),VOCS0000519487,Sub,,,,화장실이 많이 없어진거 같네요20명정도 서있고화장실안은 휴지가 넘치고휴지가 뚝뚝 끈어져 바닥에 떨어저있고너무 충격이네요,- 주말 손님 다수방문에 따른 화장실 청결상태 불량 및 개선을 요구함.- 협력업체(두잉) 청결작업은 주기에 맞춰 진행하였으나 인근 화장실 부재로 인해사용인원이 한곳에 몰려 청결관리가 제대로 되지 않은 것처럼 보임.- 협력업체에 입장객 다수 방문일은 순회조정 및 단기인력 추가 등 보완대책 요청.- 그린 현장 패트롤시 화장실 방문 점검 및 필요시 즉시 조치 요청.,,,,71:2,준수,N,,"요약:

- 화장실이 부족한 상황
- 화장실 내부가 지저분함
- 화장실에 많은 사람들이 대기하고 있음
- 휴지가 바닥에 떨어져 있는 등 화장실 상태가 좋지 않음"
VOCS0000519489,리조트 파크서비스그룹 어트랙션A,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,매직랜드-(어트랙션)볼하우스,48.0,20240529 090000,20240525 000000,20240525 185230,20240525 185753,20240526 141924,20240526 143526,직영업체,해당없음,격려,,일반,N,,N,"특별한 공 찾으면 선물준다해서 아이들과 열심히 찾아갔더니 오늘 끝났다고&hellip; 한정수량이면 미리 공지를 해 놓아야하는거아닌가요. 어렵게 기쁜 마음으로 찾아갔더니 즐거웠던 에버랜드의 추억이 사라졌습니다. 무엇보다 ***님께 무전으로 대충 오늘은 끝났다. 내일꺼는 또 내일거다 라고 대충 둘러댄 선임님! 고객은 진정성을 느낄 수 있답니다. 자비로 택배로라도 받겠다하니 어디선가 하나 구해와서 하나밖에없다고 주시고, 사무실에있다길래 그럼 제가 직접 찾아가겠다고 말하니 그제서야 가져오시는.. 오늘 고객이 많다하더라도 서비스 제대로 합시다! ***님 끝까지 미소잃지않고 응대해주셔서 감사합니다",해당 내용 공유 및 격려하겠습니다.,,,,19:42,준수,N,,"요약:

1. 특별한 공을 찾아오라는 제안으로 아이들과 열심히 찾아갔으나, 한정수량으로 인해 당일 행사가 종료되었다는 것을 사전에 공지하지 않은 점이 아쉬웠다.

2. 고객이 직접 찾아가겠다고 하자, 사무실에서 가져와 제공하는 등 고객 응대에 진정성이 부족했다.

3. 고객 수가 많다는 이유로 서비스 제공에 소홀했던 것이 문제였으나, 직원이 끝까지 미소를 잃지 않고 고객을 응대한 점은 긍정적이었다.

4. 전반적으로 고객 입장에서의 체험과 만족도가 저하되었으며, 사전 공지와 진정성 있는 고객 응대의 필요성이 강조되었다."
VOCS0000519492,리조트 파크서비스그룹 어트랙션B,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(어트랙션)사파리월드,48.0,20240529 090000,20240525 000000,20240525 190041,20240525 192408,20240526 141946,20240526 144013,직영업체,해당없음,격려,,일반,N,,N,"사파리차 번호 4번, 캐빈은 5번 이였네요여태 에버랜드 정기권자로 40번 정도 왔는데 이렇게 만족하고 가기는 처음이네요.설명도 재미있고 진행도 너무 재미있었어요!진짜 다음에도 또 만나고 싶네요",- 아침조회 시 칭찬 VOC 사례 공유 및 해당근무자 격려,,,,19:39,준수,N,,"이 텍스트를 요약하면 다음과 같습니다:

- 사파리차 번호 4번, 캐빈 번호 5번을 이용했음
- 에버랜드를 40번 정도 방문했지만, 이번에는 특히 만족스러운 방문이었음
- 설명이 재미있고 진행이 너무 재미있었음
- 다음에 또 방문하고 싶음"
VOCS0000519503,리조트 주토피아운영그룹 운영지원,리조트        ,고객요구유형-일반문의,,직접 VOC-홈페이지(PC),기타-기타-기타,주토피아-(공연/전시)판다월드,48.0,20240529 090000,20240525 000000,20240525 191210,20240526 092957,20240528 165831,20240528 170133,직영업체,해당없음,처리자 답변완료,VOCS0000519493,Sub,,,N,안녕하세요지금 중국에 있는 푸바오비공개구역에서 접객등 의혹이 있어서중국팬들이 기지에 문의하고한국쪽에도 관련내용이 퍼졌는데 지금 중국팬 한국팬 다 난리났고그와 관련된 의혹이 커뮤니티로 빠르게 퍼지고 있거든요그와 관련 문의많이받으실꺼 같은데 에버랜드에서 솔직히 지금푸바오에 관한 권리? 권한이 없는데공식적으로 대응이나 답변은 안하시는게 좋을꺼 같습니다또 외교문제도 있는걸로 알고 있고요 일이 커질수도 있고아직 러바오 아이바오 루후들도 있으니까요!우리나라 사육사분들도 ***님 및 중국 사육사분이랑개인적으로 연락도 하신다고 했는데 혹시나 또 ***님한테알아봐달라 대신 물어봐달라 이런 문의도 많을꺼 같거든요그럼 우리나라 사육사 분들도 굉장히 입장이 곤란 하실꺼고에버랜드 및 우리나라 사육사분들은 그냥 아무런 제스체도언급 안하시는게 좋을꺼 같아요그리고 뿌빠티비 자컨 복보는 잘지내요는 당분간안올리는게 좋을꺼 같습니다지금 푸바오가 잘 지낸다고 에버랜드 자컨에 올려도팬들은 전혀 안믿을꺼 같고 왠지 ***님이 영상 보면서자컨 찍으셔도 뭔가 모양새가 이상할꺼 같아서좀 잠잠해지고푸바오 중국에서 공개되기 전까지는 푸바오 관련 에버랜드 자컨은안올리는게 좋을꺼 같습니다알아서 잘 하시겠지만 중국에서 난리난걸 또 에버랜드에서대응하거나 답변하는것도 아닌거 같아서 글 써봅니다감사합니다.,"안녕하십니까푸바오를 사랑해주시고 많은 관심을 보내주셔서  감사합니다.최근 우려하시고 말씀주시는 부분들에 대해에버랜드에서도 인지하고 있으며, 관련하여 중국 측과 소통하고 있습니다.저희 에버랜드도 푸바오의 안전과 건강, 행복을 위해 항상 관심과 최선을 다하고 있음을 말씀드립니다.",,,,69:49,준수,N,,"요약:

1. 중국 푸바오 공개구역에서 접객 의혹이 있어 중국 및 한국 팬들이 큰 관심을 보이고 있음.
2. 에버랜드는 푸바오에 대한 권한이 없어 공식적인 대응이나 답변을 하지 않는 것이 좋을 것 같음.
3. 외교 문제가 있을 수 있어 신중한 대응이 필요함.
4. 한국 사육사들도 중국 사육사와 개인적으로 연락하며 정보를 알아보려 하고 있음.
5. 에버랜드와 한국 사육사들은 이 문제에 대해 언급하지 않는 것이 좋을 것 같음.
6. 푸바오가 중국에서 공개되기 전까지는 에버랜드의 푸바오 관련 자컨을 올리지 않는 것이 좋을 것 같음."
VOCS0000519494,리조트 F&B그룹 운영1,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,유러피언어드벤처-(식당)한가람,48.0,20240529 090000,20240525 000000,20240525 192244,20240525 192448,20240528 085740,20240529 094928,직영업체,해당없음,격려,,일반,N,,N,밥 먹는 내내 매장 위생위해 쉬지 않고 뛰며 고생하시는 모습이 너무 좋았습니다이름을 정확히 못봐서 맞는지.잘 모르겠네요한가람 남성 *** 직원분 칭찬합니다,- VOC 내용 전근무자 전파 및 격려* 한가람 파이팅~!!!,,,,86:26,미준수,N,,"요약:

- 해당 매장의 직원이 매장 위생 유지를 위해 쉬지 않고 노력하는 모습이 좋았다고 언급했습니다.
- 직원의 이름을 정확히 확인하지 못했지만, 한가람 남성 *** 직원분에 대한 칭찬을 전했습니다."
VOCS0000519495,리조트 파크서비스그룹 어트랙션B,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(어트랙션)사파리월드,48.0,20240529 090000,20240525 000000,20240525 194221,20240525 195913,20240526 141953,20240526 144039,직영업체,해당없음,격려,,일반,N,,N,사파리월드에 마지막 시간에 탔는데도 불구하고 너무 친절하게 가이드해주셔서 감사했습니다. 모든 사파리 월드 임직원분들 감사합니다♡♡,- 아침조회 시 칭찬 VOC 사례 공유 및 해당근무자 격려,,,,18:58,준수,N,,"요약:

- 사파리월드의 마지막 시간에 탔지만, 가이드들이 매우 친절하게 안내해주셨음
- 사파리월드 임직원 모두에게 감사의 마음을 표현함"
VOCS0000519496,리조트 파크서비스그룹 어트랙션A,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,아메리칸어드벤처-(어트랙션)더블락스핀,48.0,20240529 090000,20240525 000000,20240525 194735,20240525 195849,20240526 091546,20240526 122640,직영업체,해당없음,전파,,일반,N,,N,더블락스핀에서 근무하시는 ***/*** 님을 칭찬합니다!저희가 핸드폰을 잃어버렸는데하단 분수대까지 직접 들어가셔서 찾아주셨어요 ㅠㅠ감동입니다 감사드려요？？울던 친구가 해맑게 웃으며 집에 돌아갑니닷,내용 전파하였습니다.,,,,16:39,준수,N,,"요약:

1. 더블락스핀의 직원 ***/***님이 고객의 분실된 핸드폰을 찾아주었다.
2. 직원이 직접 분수대까지 들어가서 핸드폰을 찾아주었다.
3. 고객은 이 행동에 감동을 받았고, 울던 친구가 해맑게 웃으며 집에 돌아갔다.
4. 고객은 직원의 도움에 대해 감사의 마음을 표현했다."
VOCS0000519504,리조트 주토피아운영그룹 운영지원,리조트        ,고객요구유형-일반문의,,직접 VOC-홈페이지(PC),기타-기타-기타,주토피아-(공연/전시)판다월드,48.0,20240529 090000,20240526 000000,20240525 195957,20240526 093014,20240528 165840,20240528 172712,직영업체,해당없음,처리자 답변완료,VOCS0000519502,Sub,,,N,중국에서 현재 푸바오 만지는 체험 한다는 글과 사진이 올라왔습니다. 한국에서 사실관계 확인하고 체험 만지기 프로그램 중지요청 해주세요.푸바오학대 및 만지기체험 했을시 에버랜드도 책임을 져야하며 다시한번 말하지만 *** *** 사육사들은 본업에 충실하고 방송과  외부활동 그만좀하시죠. 푸바오 인기가 푸바오한텐 최악의 상황만 생기고있으며 독이되고 있습니다. 한국에서 한대로 중국은 푸바오 인기를  이용하고 있습니다.에버랜드협상 조건1. 하루빨리 푸바오를 방사장에 공개시키라고 요청2. 푸바오 만지기 체험금지에버랜드에서 책임지지못하면 판다사육사들의 명성과 인기도 하락하고 비판의 대상이 될것입니다.끝까지 책임지세요. 사육사들의 방송 활동은 무얼위한건지 씁쓸합니다.제발 제대로 하세요,"안녕하십니까푸바오를 사랑해주시고 많은 관심을 보내주셔서  감사합니다.최근 우려하시고 말씀주시는 부분들에 대해에버랜드에서도 인지하고 있으며, 관련하여 중국 측과 소통하고 있습니다.저희 에버랜드도 푸바오의 안전과 건강, 행복을 위해 항상 관심과 최선을 다하고 있음을 말씀드립니다.",,,,69:27,준수,N,,"요약:

1. 중국에서 푸바오 만지기 체험 프로그램이 운영되고 있다는 내용이 올라왔다.
2. 한국에서는 이에 대한 사실 확인 및 체험 프로그램 중지를 요청하고 있다.
3. 푸바오 학대 및 만지기 체험이 이루어질 경우 에버랜드도 책임을 져야 한다.
4. 에버랜드에 다음과 같은 협상 조건을 요청하고 있다:
   - 하루빨리 푸바오를 방사장에 공개할 것
   - 푸바오 만지기 체험을 금지할 것
5. 에버랜드가 책임을 지지 못할 경우 판다 사육사들의 명성과 인기가 하락할 것이라고 경고하고 있다.
6. 사육사들의 방송 활동에 대해 씁쓸한 반응을 보이며, 제대로 된 책임감 있는 행동을 요구하고 있다."
VOCS0000519507,리조트 F&B그룹 운영1,리조트        ,고객요구유형-칭찬격려,,직접 VOC-모바일앱(APP),인적서비스-업무처리-응대스킬,분류불가-발생지정보없음,48.0,20240529 090000,20240525 000000,20240525 202534,20240525 204604,20240528 085829,20240528 093104,직영업체,해당없음,처리완료(사후관리이관),,일반,N,,N,*** 캐스트님께 식탁을 닦아달라고 요청 드렸는데 환하게 웃으시면서 정말 꼼꼼히 닦아주셨어요! 감사합니다 :) 덕분에 기분 좋은 식사 하고 갑니다 ~!!,아침 미팅을 통해 칭찬 내용 공유 및 해당 Cast 칭찬- F&B 칭찬 사례 공유 전파하도록하겠습니다,VCAF0000014020,진행,,61:5,준수,N,,"요약:

- 캐스트님께 식탁 닦기를 요청했습니다.
- 캐스트님께서 환하게 웃으시며 꼼꼼히 식탁을 닦아주셨습니다.
- 이로 인해 기분 좋은 식사를 할 수 있었습니다.
- 캐스트님의 도움에 감사드립니다."
VOCS0000519509,리조트 파크서비스그룹 그리팅,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,분류불가-발생지정보없음,48.0,20240529 090000,20240525 000000,20240525 202953,20240528 100307,20240530 115244,20240530 115640,직영업체,해당없음,격려,,일반,N,,N,장미정원에서 사진찍어주셔서 감사합니다 덕분에 좋은 추억 남겼어요 !! *** 직원분 감사합니다 ~,해당근무자 격려 및 조회시간 활용 VOC내용 공유,,,,111:26,미준수,N,,"요약:

- 장미정원에서 사진을 찍어주셔서 감사합니다.
- 좋은 추억을 남길 수 있었습니다.
- 직원분께 감사의 말씀을 전합니다."
VOCS0000519555,리조트 파크서비스그룹 어트랙션B,리조트        ,고객요구유형-제안사항,,직접 VOC-홈페이지(PC),이용안내-시설운영-시설운영 기타(대기공간),주토피아-(어트랙션)아마존익스프레스,48.0,20240529 090000,20240525 000000,20240525 204650,20240526 091423,20240526 143130,20240527 113136,직영업체,해당없음,채택(완료),VOCS0000519549,Sub,,,N,안녕하세요 5월 25일(토) 오후 12:30에 아마존 익스프레스에서 일어난 일입니다.코스를 다 돌고 하차하기 위에 보트가 컨베이어 벨트위에 올라가고 있었는데 앞 보트 쪽에 아기오리가 옆에 같이 올라가고 있었어요다행히 한 남학생이 오리를 손바닥으로 감쌌고 아마존 운영요원에게 어찌하냐는 식으로 문의하는 것 같았는데 그냥 나가라고 하는 것 같았습니다 아시다시피 아마존 옆에 잔잔한 물이 있는 곳이 있는데 살펴보니 어미 오리가 있더라구요부랴부랴 내리자마자 학생을 쫓아나갔지만 보이지않아서 고민하다 글 남깁니다.야생오리지만 오늘 판타스틱윙스 공연 전에 펭귄이 사육사님과 교감하는 것을 보니 더욱 신경이 쓰였습니다. 바쁘신 것은 알지만 오리가 아마존에 자주 오는 것 같아서 운영시 조금만 더 신경써주시면 좋겠습니다,아마존익스프레스 컨베어에 아기오리들이 함께 올라오는 경우가 종종 발생하고 있습니다.아기오리가 발견됐을 시 아마존익스프레스 근무자가 직접 구조하여 어미오리가 있는 곳으로 옮겨주거나 자연으로 방생하고 있습니다.해당일 손님에게 인계를 받은 뒤 근무자가 곧바로 이동하였으나 오리는 발견되지않았습니다.고맙습니다.,,,,38:44,준수,N,,"이 텍스트를 요약하면 다음과 같습니다:

1. 5월 25일 토요일 오후 12:30, 아마존 익스프레스에서 보트가 컨베이어 벨트에 올라가고 있었다.
2. 그때 앞 보트 옆에 아기 오리가 같이 올라가고 있었다.
3. 한 남학생이 오리를 손바닥으로 감싸고 아마존 운영요원에게 문의했지만, 그냥 나가라고 했다.
4. 학생이 내리자마자 어미 오리를 찾아 나섰지만 보이지 않아 고민했다.
5. 필자는 야생 오리이지만, 판타스틱윙스 공연에서 펭귄이 사육사와 교감하는 것을 보고 오리에 대한 관심이 생겼다.
6. 오리가 아마존에 자주 오는 것 같으니 운영 시 조금 더 신경 써 주기를 바란다."
VOCS0000519510,리조트 파크서비스그룹 어트랙션A,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,분류불가-발생지정보없음,48.0,20240529 090000,20240525 000000,20240525 204758,20240525 205030,20240526 142208,20240526 142340,직영업체,해당없음,격려,,일반,N,,N,*** 캐스트님 퍼레이드 안보는 아이와 놀아도 주시고 엄청 친절 하시네요.♡감사합니다 ？？,- 근무자 격려 및 VOC 내용 공유,,,,17:35,준수,N,,"요약:

- 캐스트님이 퍼레이드를 보지 않는 아이들과 함께 놀아주신 것에 대한 감사 표현
- 캐스트님의 친절한 태도에 대한 긍정적인 평가"
VOCS0000519512,리조트 엔터테인먼트그룹 공연시스템,리조트        ,고객요구유형-제안사항,,직접 VOC-모바일앱(APP),위생 및 안전-안전-안전관리,분류불가-발생지정보없음,48.0,20240529 090000,20240525 000000,20240525 215339,20240527 090205,20240527 160148,20240528 105712,직영업체,해당없음,채택(완료),VOCS0000519511,Sub,,,N,너무 어두워서 걷기가 불편합니다.퍼레이드 끝나면 가로등 켜주세요.ㅠ,* 문라이트 퍼레이드 조명 제어 프로세스- 퍼레이드 동선 4구간으로 구분1. 장미원 철문~로즈기프트2. 회전목마~베이비서비스3.그랜드 스테이지~버거유럽4.카니발 광장로- 소등 :각 구역에서 플로트가 보이는 시점에 소등을 진행- 점등 :각 구역을 마지막 플로트가 지나갈 시에 점등CCTV 확인결과 점등시점 기준에 벗어나지 않게 잘 켜짐을 확인함.,,,,61:3,준수,N,,"주요 내용:
- 어두워서 걷기가 불편함
- 퍼레이드 끝나면 가로등을 켜달라고 요청

요약:
- 야간에 어두워서 걸어다니기 불편한 상황
- 퍼레이드가 끝나면 가로등을 켜달라고 요청"
VOCS0000519558,리조트 주토피아운영그룹 운영지원,리조트        ,고객요구유형-제안사항,,직접 VOC-모바일앱(APP),기타-기타-기타,주토피아-(공연/전시)판다월드,48.0,20240529 090000,20240525 000000,20240525 223406,20240526 093030,20240528 172932,20240528 173607,직영업체,해당없음,채택(완료),VOCS0000519554,Sub,,,N,"푸바오에 대한 안좋은 이야기들이 들릴때마다 심장이 쿵.. 하고  눈물이 납니다.사실인지 아닌지조차 모를 이야기라도요.푸바오 접객에, 학대에, 번식논란까지..중국이 하는 행위를 다 아실순 없으시겠지만..저보다 더 푸바오를 향한 마음이 크시겠지만..너무너무 푸바오가 걱정되어 이렇게 글을 적습니다.***사육사님 6월에 푸바오 보러가시는거 맞나요?푸바오를 눈으로 확인해주시길 이기적인 마음이지만 부탁드립니다.우리 푸바오 예전처럼 웃는 얼굴 보고싶습니다.","안녕하십니까푸바오를 사랑해주시고 많은 관심을 보내주셔서  감사합니다.최근 우려하시고 말씀주시는 부분들에 대해에버랜드에서도 인지하고 있으며, 관련하여 중국 측과 소통하고 있습니다.저희 에버랜드도 푸바오의 안전과 건강, 행복을 위해 항상 관심과 최선을 다하고 있음을 말씀드립니다.",,,,67:2,준수,N,,"요약:

1. 푸바오에 대한 부정적인 소식을 접할 때마다 작성자는 심려와 안타까움을 느낌.
2. 푸바오에 대한 다양한 논란들(접객, 학대, 번식 등)이 있으나, 중국의 행위에 대한 정확한 정보는 알기 어려움.
3. 작성자는 푸바오에 대한 마음이 크고 걱정되어 글을 작성했음.
4. 사육사가 6월에 푸바오를 방문할 것이라는 정보를 확인하고자 함.
5. 작성자는 푸바오가 예전처럼 행복한 모습을 보였으면 하는 바람을 표현함."
VOCS0000519516,리조트 MD그룹 운영지원,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,분류불가-발생지정보없음,48.0,20240529 090000,20240525 000000,20240525 232529,20240526 083734,20240528 193146,20240528 193442,협력업체,해당없음,격려,,일반,N,,N,카메라 옆에서 핑크색 썬캡 쓰신분이 핸드폰으로 예쁘게 잘 찍어주셔서 덕분에 인생샷 건졌어요~ 촬영 끝나고 식당 위치 물어봤는데 친절하게 잘 가르쳐주셔서 감사했습니다!,메일 및 이캐비넷 게시를 통한 사례공유 및 격려,,,,68:9,준수,N,,"요약:
- 카메라 옆에서 핑크색 썬캡을 쓴 분이 핸드폰으로 예쁘게 찍어주어 인생샷을 얻었음
- 촬영 후 해당 분에게 식당 위치를 물어봤는데, 친절하게 잘 알려주셨음
- 도움을 준 분에 대한 감사의 마음을 표현함"
VOCS0000519517,리조트 주토피아운영그룹 동물보전1,리조트        ,고객요구유형-칭찬격려,,직접 VOC-QR코드,인적서비스-업무처리-응대스킬,주토피아-(공연/전시)판다월드,48.0,20240529 090000,20240525 000000,20240525 233547,20240526 093038,20240526 093515,20240526 093739,직영업체,해당없음,격려,,일반,N,,N,오늘 판다월드에서 사진 찍고싶어서 삼각대 준비중이였는데 센스있게 다가와서 사진 진짜 성심성의껏 찍어주셔서 너무 감사해요! 적게 일하고 많이 버세용!,"칭찬 감사드립니다.공유, 격려토록 하겠습니다.고맙습니다.",,,,10:1,준수,N,,"요약:

- 판다월드에서 사진을 찍고 싶었음
- 삼각대를 준비 중이었음
- 센스있게 다가와서 사진을 성심껏 찍어주셨음
- 매우 감사했음
- 적게 일하고 많이 벌었으면 좋겠다는 바람"
VOCS0000519518,리조트 파크서비스그룹 어트랙션A,리조트        ,고객요구유형-칭찬격려,,직접 VOC-모바일앱(APP),인적서비스-업무처리-응대스킬,공통시설-(편의시설)스카이웨이,48.0,20240529 090000,20240525 000000,20240525 233604,20240526 084211,20240526 141557,20240526 153021,직영업체,해당없음,격려,,일반,N,,N,밝은 얼굴로 맞이해주셔서 정말감사하고 말도걸어주고 격려까지 해주셔서 감사합니다!,- VOC 내용 공유 및 해당근무자 격려 실기,,,,15:54,준수,N,,"요약:

- 긍정적인 태도와 말로 격려해주셔서 감사합니다.
- 밝은 얼굴로 맞이해주셔서 감사합니다."
